pitch,channel,on,off
52,0,55.74999985481771,55.87499985449219
49,0,55.87499985449219,55.99999985416667
52,0,55.99999985416667,56.124999853841146
56,0,56.124999853841146,56.249999853515625
52,1,56.249999853515625,56.49999985286458
61,0,56.249999853515625,56.374999853190104
56,0,56.374999853190104,56.49999985286458
49,1,56.49999985286458,56.74999985221354
64,0,56.49999985286458,56.62499985253906
61,0,56.62499985253906,56.74999985221354
52,1,56.74999985221354,56.9999998515625
68,0,56.74999985221354,56.87499985188802
61,0,56.87499985188802,56.9999998515625
56,1,56.9999998515625,57.499999850260416
60,0,56.9999998515625,57.12499985123698
63,0,57.12499985123698,57.24999985091146
60,0,57.24999985091146,57.37499985058594
56,0,57.37499985058594,58.999999846354164
68,0,57.499999850260416,57.624999849934895
67,0,57.624999849934895,57.749999849609374
68,0,57.749999849609374,57.87499984928385
67,0,57.87499984928385,57.99999984895833
68,0,57.99999984895833,58.12499984863281
63,0,58.12499984863281,58.24999984830729
64,0,58.24999984830729,58.37499984798177
61,0,58.37499984798177,58.49999984765625
60,0,58.49999984765625,58.62499984733073
63,0,58.62499984733073,58.749999847005206
60,0,58.749999847005206,58.874999846679685
56,0,58.874999846679685,60.49999984244792
66,0,58.999999846354164,59.12499984602864
65,0,59.12499984602864,59.24999984570312
66,0,59.24999984570312,59.3749998453776
65,0,59.3749998453776,59.49999984505208
66,0,59.49999984505208,59.62499984472656
63,0,59.62499984472656,59.74999984440104
64,0,59.74999984440104,59.87499984407552
61,0,59.87499984407552,59.999999843750004
60,0,59.999999843750004,60.12499984342448
63,0,60.12499984342448,60.24999984309896
60,0,60.24999984309896,60.37499984277344
56,0,60.37499984277344,60.74999984179688
57,0,60.49999984244792,60.6249998421224
56,0,60.6249998421224,60.999999841145836
57,0,60.74999984179688,60.87499984147136
56,0,60.87499984147136,62.9999998359375
57,0,60.999999841145836,61.124999840820315
51,0,61.124999840820315,61.249999840494795
52,0,61.249999840494795,61.374999840169274
49,0,61.374999840169274,61.49999983984375
48,0,61.49999983984375,61.62499983951823
54,0,61.62499983951823,61.74999983919271
49,0,61.74999983919271,61.87499983886719
54,0,61.87499983886719,61.99999983854167
51,0,61.99999983854167,62.12499983821615
54,0,62.12499983821615,62.24999983789063
49,0,62.24999983789063,62.374999837565106
54,0,62.374999837565106,62.499999837239585
48,0,62.499999837239585,62.624999836914064
54,0,62.624999836914064,62.74999983658854
51,0,62.74999983658854,62.87499983626302
54,0,62.87499983626302,62.9999998359375
44,0,62.9999998359375,63.49999983463542
54,0,63.12499983561198,63.24999983528646
44,1,63.24999983528646,63.49999983463542
63,0,63.24999983528646,63.37499983496094
54,0,63.37499983496094,63.49999983463542
44,1,63.49999983463542,63.749999833984376
60,0,63.49999983463542,63.6249998343099
54,0,63.6249998343099,63.749999833984376
44,1,63.749999833984376,63.999999833333334
63,0,63.749999833984376,63.874999833658855
54,0,63.874999833658855,63.999999833333334
44,1,63.999999833333334,64.24999983268229
60,0,63.999999833333334,64.12499983300782
54,0,64.12499983300782,64.24999983268229
44,1,64.24999983268229,64.49999983203125
63,0,64.24999983268229,64.37499983235678
54,0,64.37499983235678,64.49999983203125
44,0,64.49999983203125,64.99999983072917
52,0,64.62499983170574,64.74999983138021
44,1,64.74999983138021,64.99999983072917
61,0,64.74999983138021,64.8749998310547
52,0,64.8749998310547,64.99999983072917
44,1,64.99999983072917,65.24999983007812
64,0,64.99999983072917,65.12499983040365
52,0,65.12499983040365,65.24999983007812
44,1,65.24999983007812,65.49999982942708
61,0,65.24999983007812,65.37499982975261
52,0,65.37499982975261,65.49999982942708
44,1,65.49999982942708,65.74999982877604
64,0,65.49999982942708,65.62499982910157
52,0,65.62499982910157,65.74999982877604
44,1,65.74999982877604,65.999999828125
61,0,65.74999982877604,65.87499982845053
52,0,65.87499982845053,65.999999828125
44,0,65.999999828125,66.49999982682291
54,0,66.12499982779948,66.24999982747396
44,1,66.24999982747396,66.49999982682291
63,0,66.24999982747396,66.37499982714844
54,0,66.37499982714844,66.49999982682291
44,1,66.49999982682291,66.74999982617187
60,0,66.49999982682291,66.6249998264974
54,0,66.6249998264974,66.74999982617187
44,1,66.74999982617187,66.99999982552083
63,0,66.74999982617187,66.87499982584636
54,0,66.87499982584636,66.99999982552083
44,1,66.99999982552083,67.24999982486979
60,0,66.99999982552083,67.12499982519532
54,0,67.12499982519532,67.24999982486979
44,1,67.24999982486979,67.49999982421875
63,0,67.24999982486979,67.37499982454428
54,0,67.37499982454428,67.49999982421875
44,0,67.49999982421875,67.99999982291666
52,0,67.62499982389323,67.7499998235677
44,1,67.7499998235677,67.99999982291666
61,0,67.7499998235677,67.87499982324219
52,0,67.87499982324219,67.99999982291666
44,1,67.99999982291666,68.24999982226562
64,0,67.99999982291666,68.12499982259115
52,0,68.12499982259115,68.24999982226562
44,1,68.24999982226562,68.49999982161458
61,0,68.24999982226562,68.37499982194011
52,0,68.37499982194011,68.49999982161458
44,1,68.49999982161458,68.74999982096354
64,0,68.49999982161458,68.62499982128907
52,0,68.62499982128907,68.74999982096354
44,1,68.74999982096354,68.9999998203125
61,0,68.74999982096354,68.87499982063802
