index,x,y,snippet,href
44,127.337,17.15,dis',textedit:///work/_1/m001_008.ly:15:80:81
45,129.895,28.294,cis',textedit:///work/_1/m001_008.ly:34:95:96
46,129.895,17.65,cis',textedit:///work/_1/m001_008.ly:15:95:96
47,132.453,28.794,b,textedit:///work/_1/m001_008.ly:34:107:108
48,132.453,18.15,b,textedit:///work/_1/m001_008.ly:15:107:108
49,135.884,29.294,a,textedit:///work/_1/m001_008.ly:34:123:124
50,135.884,18.65,a,textedit:///work/_1/m001_008.ly:15:123:124
51,138.442,29.794,gis,textedit:///work/_1/m001_008.ly:34:136:137
52,138.442,19.15,gis,textedit:///work/_1/m001_008.ly:15:136:137
53,141.872,30.294,fis,textedit:///work/_1/m001_008.ly:34:148:149
54,141.872,19.65,fis,textedit:///work/_1/m001_008.ly:15:148:149
55,145.667,30.794,e,textedit:///work/_1/m001_008.ly:35:4:5
56,145.667,20.15,e,textedit:///work/_1/m001_008.ly:16:4:5
57,148.42,18.15,b,textedit:///work/_1/m001_008.ly:17:17:18
58,150.687,19.65,fis,textedit:///work/_1/m001_008.ly:17:28:29
59,153.44,18.15,b,textedit:///work/_1/m001_008.ly:17:44:45
60,156.377,19.15,gis,textedit:///work/_1/m001_008.ly:17:56:57
61,159.353,18.15,b,textedit:///work/_1/m001_008.ly:17:69:70
62,162.783,18.65,a,textedit:///work/_1/m001_008.ly:17:80:81
63,165.341,18.15,b,textedit:///work/_1/m001_008.ly:17:95:96
64,168.279,19.15,gis,textedit:///work/_1/m001_008.ly:17:107:108
65,171.254,18.15,b,textedit:///work/_1/m001_008.ly:17:123:124
66,173.521,19.65,fis,textedit:///work/_1/m001_008.ly:17:136:137
67,176.274,18.15,b,textedit:///work/_1/m001_008.ly:17:148:149
68,180.315,20.15,e,textedit:///work/_1/m001_008.ly:24:4:5
69,182.715,16.65,e',textedit:///work/_1/m001_008.ly:20:17:18
70,185.273,17.15,dis',textedit:///work/_1/m001_008.ly:20:28:29
71,188.704,17.65,cis',textedit:///work/_1/m001_008.ly:20:46:47
72,191.104,18.15,b,textedit:///work/_1/m001_008.ly:25:56:57
73,193.68,30.794,e,textedit:///work/_1/m001_008.ly:36:69:70
74,193.68,16.65,e',textedit:///work/_1/m001_008.ly:25:69:70
75,197.111,31.294,dis,textedit:///work/_1/m001_008.ly:36:80:81
76,197.111,17.15,dis',textedit:///work/_1/m001_008.ly:25:80:81
77,199.669,31.794,cis,textedit:///work/_1/m001_008.ly:36:95:96
78,199.669,17.65,cis',textedit:///work/_1/m001_008.ly:25:95:96
79,202.227,32.294,"b,",textedit:///work/_1/m001_008.ly:36:107:108
80,202.227,18.15,b,textedit:///work/_1/m001_008.ly:25:107:108
81,205.658,32.794,"a,",textedit:///work/_1/m001_008.ly:36:123:124
82,205.658,18.65,a,textedit:///work/_1/m001_008.ly:25:123:124
83,208.216,33.294,"gis,",textedit:///work/_1/m001_008.ly:36:136:137
84,208.216,19.15,gis,textedit:///work/_1/m001_008.ly:25:136:137
85,211.646,33.794,"fis,",textedit:///work/_1/m001_008.ly:36:148:149
86,211.646,19.65,fis,textedit:///work/_1/m001_008.ly:25:148:149
87,215.497,34.294,"e,",textedit:///work/_1/m001_008.ly:37:4:5
88,215.497,20.15,e,textedit:///work/_1/m001_008.ly:26:4:5
89,218.472,19.65,fis,textedit:///work/_1/m001_008.ly:26:17:18
90,221.903,19.15,gis,textedit:///work/_1/m001_008.ly:26:28:29
91,224.461,18.65,a,textedit:///work/_1/m001_008.ly:26:44:45
92,227.891,18.15,b,textedit:///work/_1/m001_008.ly:26:56:57
93,230.449,17.65,cis',textedit:///work/_1/m001_008.ly:26:69:70
94,233.88,17.15,dis',textedit:///work/_1/m001_008.ly:26:80:81
95,236.438,16.65,e',textedit:///work/_1/m001_008.ly:26:95:96
96,239.869,16.15,fis',textedit:///work/_1/m001_008.ly:26:107:108
97,242.427,15.65,gis',textedit:///work/_1/m001_008.ly:26:123:124
98,245.857,15.15,a',textedit:///work/_1/m001_008.ly:26:136:137
99,248.415,16.15,fis',textedit:///work/_1/m001_008.ly:26:148:149
100,253.178,34.294,"e,",textedit:///work/_1/m001_008.ly:38:4:5
101,253.178,15.65,gis',textedit:///work/_1/m001_008.ly:27:4:5
102,255.931,14.65,b',textedit:///work/_1/m001_008.ly:27:17:18
103,258.596,16.65,e',textedit:///work/_1/m001_008.ly:27:28:29
104,261.155,16.15,fis',textedit:///work/_1/m001_008.ly:27:44:45
105,264.585,15.65,gis',textedit:///work/_1/m001_008.ly:27:56:57
106,267.143,15.15,a',textedit:///work/_1/m001_008.ly:27:69:70
107,270.574,14.65,b',textedit:///work/_1/m001_008.ly:27:80:81
108,273.132,14.15,cis'',textedit:///work/_1/m001_008.ly:27:95:96
109,276.562,13.65,dis'',textedit:///work/_1/m001_008.ly:27:107:108
110,279.12,13.15,e'',textedit:///work/_1/m001_008.ly:27:123:124
111,282.551,14.15,cis'',textedit:///work/_1/m001_008.ly:27:136:137
112,285.109,13.65,dis'',textedit:///work/_1/m001_008.ly:27:148:149
113,288.573,34.294,"e,",textedit:///work/_1/m009_016.ly:43:6:7
114,288.573,13.15,e'',textedit:///work/_1/m009_016.ly:8:6:7
115,290.973,18.15,b,textedit:///work/_1/m009_016.ly:16:20:21
116,292.773,15.15,a',textedit:///work/_1/m009_016.ly:8:31:32
117,294.573,18.15,b,textedit:///work/_1/m009_016.ly:16:45:46
118,296.373,15.65,gis',textedit:///work/_1/m009_016.ly:8:57:58
119,298.173,18.15,b,textedit:///work/_1/m009_016.ly:16:70:71
120,299.973,15.15,a',textedit:///work/_1/m009_016.ly:8:81:82
121,301.773,18.15,b,textedit:///work/_1/m009_016.ly:16:98:99
122,303.573,15.65,gis',textedit:///work/_1/m009_016.ly:8:105:106
123,305.373,18.15,b,textedit:///work/_1/m009_016.ly:16:116:117
124,307.173,16.15,fis',textedit:///work/_1/m009_016.ly:8:125:126
125,308.973,18.15,b,textedit:///work/_1/m009_016.ly:16:140:141
126,313.507,16.65,e',textedit:///work/_1/m009_016.ly:9:6:7
127,316.065,13.15,e'',textedit:///work/_1/m009_016.ly:17:20:21
128,319.496,30.794,e,textedit:///work/_1/m009_016.ly:44:31:32
129,319.496,13.65,dis'',textedit:///work/_1/m009_016.ly:17:31:32
130,322.054,30.294,fis,textedit:///work/_1/m009_016.ly:44:45:46
131,322.054,14.15,cis'',textedit:///work/_1/m009_016.ly:17:45:46
132,324.557,29.794,gis,textedit:///work/_1/m009_016.ly:44:57:58
133,324.557,14.65,b',textedit:///work/_1/m009_016.ly:9:57:58
134,326.957,16.65,e',textedit:///work/_1/m009_016.ly:17:70:71
135,328.757,29.294,a,textedit:///work/_1/m009_016.ly:44:81:82
136,328.757,14.15,cis'',textedit:///work/_1/m009_016.ly:9:81:82
137,330.557,16.65,e',textedit:///work/_1/m009_016.ly:17:98:99
138,332.357,29.794,gis,textedit:///work/_1/m009_016.ly:44:104:105
139,332.357,14.65,b',textedit:///work/_1/m009_016.ly:9:105:106
140,334.157,16.65,e',textedit:///work/_1/m009_016.ly:17:116:117
141,335.957,30.294,fis,textedit:///work/_1/m009_016.ly:44:124:125
142,335.957,15.15,a',textedit:///work/_1/m009_016.ly:9:125:126
143,337.757,16.65,e',textedit:///work/_1/m009_016.ly:17:140:141
144,342.424,30.794,e,textedit:///work/_1/m009_016.ly:45:6:7
145,342.424,15.65,gis',textedit:///work/_1/m009_016.ly:10:6:7
146,344.824,18.15,b,textedit:///work/_1/m009_016.ly:18:20:21
147,346.624,16.15,fis',textedit:///work/_1/m009_016.ly:10:31:32
148,348.424,18.15,b,textedit:///work/_1/m009_016.ly:18:45:46
149,350.224,15.65,gis',textedit:///work/_1/m009_016.ly:10:57:58
150,352.024,18.15,b,textedit:///work/_1/m009_016.ly:18:70:71
151,353.824,15.15,a',textedit:///work/_1/m009_016.ly:10:81:82
152,355.624,18.15,b,textedit:///work/_1/m009_016.ly:18:98:99
153,357.424,15.65,gis',textedit:///work/_1/m009_016.ly:10:105:106
154,359.224,18.15,b,textedit:///work/_1/m009_016.ly:18:116:117
155,361.024,16.15,fis',textedit:///work/_1/m009_016.ly:10:125:126
156,362.824,18.15,b,textedit:///work/_1/m009_016.ly:18:140:141
157,367.358,16.65,e',textedit:///work/_1/m009_016.ly:11:6:7
158,369.917,13.15,e'',textedit:///work/_1/m009_016.ly:19:20:21
159,373.347,34.294,"e,",textedit:///work/_1/m009_016.ly:46:31:32
160,373.347,13.65,dis'',textedit:///work/_1/m009_016.ly:19:31:32
161,375.905,33.794,"fis,",textedit:///work/_1/m009_016.ly:46:45:46
162,375.905,14.15,cis'',textedit:///work/_1/m009_016.ly:19:45:46
163,378.408,33.294,"gis,",textedit:///work/_1/m009_016.ly:46:57:58
164,378.408,14.65,b',textedit:///work/_1/m009_016.ly:11:57:58
165,380.808,16.65,e',textedit:///work/_1/m009_016.ly:19:70:71
166,382.608,32.794,"a,",textedit:///work/_1/m009_016.ly:46:81:82
167,382.608,14.15,cis'',textedit:///work/_1/m009_016.ly:11:81:82
168,384.408,16.65,e',textedit:///work/_1/m009_016.ly:19:98:99
169,386.208,33.294,"gis,",textedit:///work/_1/m009_016.ly:46:104:105
170,386.208,14.65,b',textedit:///work/_1/m009_016.ly:11:105:106
171,388.008,16.65,e',textedit:///work/_1/m009_016.ly:19:116:117
172,389.808,33.794,"fis,",textedit:///work/_1/m009_016.ly:46:124:125
173,389.808,15.15,a',textedit:///work/_1/m009_016.ly:11:125:126
174,391.608,16.65,e',textedit:///work/_1/m009_016.ly:19:140:141
175,396.142,34.294,"e,",textedit:///work/_1/m009_016.ly:47:6:7
176,396.142,15.65,gis',textedit:///work/_1/m009_016.ly:26:6:7
177,398.701,16.65,e',textedit:///work/_1/m009_016.ly:34:20:21
178,401.638,16.65,e',textedit:///work/_1/m009_016.ly:26:31:32
179,404.196,16.65,e',textedit:///work/_1/m009_016.ly:34:45:46
180,407.133,17.15,dis',textedit:///work/_1/m009_016.ly:26:57:58
181,410.109,16.65,e',textedit:///work/_1/m009_016.ly:34:69:70
182,413.539,16.65,e',textedit:///work/_1/m009_016.ly:26:81:82
183,416.097,16.65,e',textedit:///work/_1/m009_016.ly:34:97:98
184,419.035,16.15,fis',textedit:///work/_1/m009_016.ly:26:104:105
185,422.01,16.65,e',textedit:///work/_1/m009_016.ly:34:115:116
186,425.441,17.15,dis',textedit:///work/_1/m009_016.ly:26:124:125
187,427.999,16.65,e',textedit:///work/_1/m009_016.ly:34:139:140
188,432.04,16.65,e',textedit:///work/_1/m009_016.ly:27:6:7
189,435.015,16.65,e',textedit:///work/_1/m009_016.ly:35:20:21
190,437.953,15.65,gis',textedit:///work/_1/m009_016.ly:27:31:32
191,441.384,16.65,e',textedit:///work/_1/m009_016.ly:35:45:46
192,444.359,16.15,fis',textedit:///work/_1/m009_016.ly:27:57:58
193,446.917,16.65,e',textedit:///work/_1/m009_016.ly:35:69:70
194,449.854,15.65,gis',textedit:///work/_1/m009_016.ly:27:81:82
195,452.412,16.65,e',textedit:///work/_1/m009_016.ly:35:97:98
196,454.212,15.15,a',textedit:///work/_1/m009_016.ly:27:104:105
197,456.012,16.65,e',textedit:///work/_1/m009_016.ly:35:115:116
198,458.95,16.15,fis',textedit:///work/_1/m009_016.ly:27:124:125
199,461.508,16.65,e',textedit:///work/_1/m009_016.ly:35:139:140
200,465.587,34.294,"e,",textedit:///work/_1/m009_016.ly:49:6:7
201,465.587,15.65,gis',textedit:///work/_1/m009_016.ly:28:6:7
202,468.145,16.65,e',textedit:///work/_1/m009_016.ly:36:20:21
203,471.083,16.65,e',textedit:///work/_1/m009_016.ly:28:31:32
204,473.641,16.65,e',textedit:///work/_1/m009_016.ly:36:45:46
205,476.578,17.15,dis',textedit:///work/_1/m009_016.ly:28:57:58
206,479.553,16.65,e',textedit:///work/_1/m009_016.ly:36:69:70
207,482.984,16.65,e',textedit:///work/_1/m009_016.ly:28:81:82
208,485.542,16.65,e',textedit:///work/_1/m009_016.ly:36:97:98
209,488.479,16.15,fis',textedit:///work/_1/m009_016.ly:28:104:105
210,491.455,16.65,e',textedit:///work/_1/m009_016.ly:36:115:116
211,494.885,17.15,dis',textedit:///work/_1/m009_016.ly:28:124:125
212,497.443,16.65,e',textedit:///work/_1/m009_016.ly:36:139:140
213,501.485,16.65,e',textedit:///work/_1/m009_016.ly:29:6:7
214,504.46,16.65,e',textedit:///work/_1/m009_016.ly:37:20:21
215,507.398,15.65,gis',textedit:///work/_1/m009_016.ly:29:31:32
216,509.956,16.65,e',textedit:///work/_1/m009_016.ly:37:45:46
217,512.931,16.15,fis',textedit:///work/_1/m009_016.ly:29:57:58
218,515.906,16.65,e',textedit:///work/_1/m009_016.ly:37:69:70
219,518.844,15.65,gis',textedit:///work/_1/m009_016.ly:29:81:82
220,521.402,16.65,e',textedit:///work/_1/m009_016.ly:37:97:98
221,523.202,15.15,a',textedit:///work/_1/m009_016.ly:29:104:105
222,525.002,16.65,e',textedit:///work/_1/m009_016.ly:37:115:116
223,527.939,16.15,fis',textedit:///work/_1/m009_016.ly:29:124:125
224,530.497,16.65,e',textedit:///work/_1/m009_016.ly:37:139:140
225,534.805,15.65,gis',textedit:///work/_1/m017_028.ly:5:2:3
226,537.363,16.65,e',textedit:///work/_1/m017_028.ly:5:17:18
227,540.301,30.794,e,textedit:///work/_1/m017_028.ly:20:8:9
228,540.301,15.65,gis',textedit:///work/_1/m017_028.ly:5:28:29
229,543.731,16.65,e',textedit:///work/_1/m017_028.ly:5:39:40
230,546.707,30.794,e,textedit:///work/_1/m017_028.ly:20:11:12
231,546.707,15.65,gis',textedit:///work/_1/m017_028.ly:5:52:53
232,548.959,16.65,e',textedit:///work/_1/m017_028.ly:5:63:64
233,551.712,30.794,e,textedit:///work/_1/m017_028.ly:20:14:15
234,551.712,15.65,gis',textedit:///work/_1/m017_028.ly:5:74:75
235,553.965,16.65,e',textedit:///work/_1/m017_028.ly:5:85:86
236,556.718,30.794,e,textedit:///work/_1/m017_028.ly:20:17:18
237,556.718,15.65,gis',textedit:///work/_1/m017_028.ly:5:98:99
238,558.971,16.65,e',textedit:///work/_1/m017_028.ly:5:107:108
239,561.723,30.794,e,textedit:///work/_1/m017_028.ly:20:20:21
240,561.723,15.65,gis',textedit:///work/_1/m017_028.ly:5:116:117
241,563.976,16.65,e',textedit:///work/_1/m017_028.ly:5:125:126
242,567.574,15.65,gis',textedit:///work/_1/m017_028.ly:6:2:3
243,570.132,16.65,e',textedit:///work/_1/m017_028.ly:6:17:18
244,573.07,30.794,e,textedit:///work/_1/m017_028.ly:21:8:9
245,573.07,15.65,gis',textedit:///work/_1/m017_028.ly:6:28:29
246,576.266,17.15,dis',textedit:///work/_1/m017_028.ly:6:39:40
247,579.241,30.794,e,textedit:///work/_1/m017_028.ly:21:11:12
248,579.241,15.65,gis',textedit:///work/_1/m017_028.ly:6:52:53
249,581.494,16.65,e',textedit:///work/_1/m017_028.ly:6:63:64
250,584.247,30.794,e,textedit:///work/_1/m017_028.ly:21:14:15
251,584.247,15.65,gis',textedit:///work/_1/m017_028.ly:6:74:75
252,586.5,17.15,dis',textedit:///work/_1/m017_028.ly:6:85:86
253,589.253,30.794,e,textedit:///work/_1/m017_028.ly:21:17:18
254,589.253,15.65,gis',textedit:///work/_1/m017_028.ly:6:98:99
255,591.506,16.65,e',textedit:///work/_1/m017_028.ly:6:107:108
256,594.258,30.794,e,textedit:///work/_1/m017_028.ly:21:20:21
257,594.258,15.65,gis',textedit:///work/_1/m017_028.ly:6:116:117
258,596.511,17.15,dis',textedit:///work/_1/m017_028.ly:6:125:126
259,600.145,15.65,gis',textedit:///work/_1/m017_028.ly:7:2:3
260,602.703,16.65,e',textedit:///work/_1/m017_028.ly:7:17:18
261,605.64,30.794,e,textedit:///work/_1/m017_028.ly:22:8:9
262,605.64,15.65,gis',textedit:///work/_1/m017_028.ly:7:28:29
263,610.217,17.15,d',textedit:///work/_1/m017_028.ly:7:39:40
264,613.192,30.794,e,textedit:///work/_1/m017_028.ly:22:11:12
265,613.192,15.65,gis',textedit:///work/_1/m017_028.ly:7:52:53
266,615.445,16.65,e',textedit:///work/_1/m017_028.ly:7:63:64
267,618.198,30.794,e,textedit:///work/_1/m017_028.ly:22:14:15
268,618.198,15.65,gis',textedit:///work/_1/m017_028.ly:7:74:75
269,620.451,17.15,d',textedit:///work/_1/m017_028.ly:7:85:86
270,623.204,30.794,e,textedit:///work/_1/m017_028.ly:22:17:18
271,623.204,15.65,gis',textedit:///work/_1/m017_028.ly:7:98:99
272,625.456,16.65,e',textedit:///work/_1/m017_028.ly:7:107:108
273,628.209,30.794,e,textedit:///work/_1/m017_028.ly:22:20:21
274,628.209,15.65,gis',textedit:///work/_1/m017_028.ly:7:116:117
275,630.462,17.15,d',textedit:///work/_1/m017_028.ly:7:125:126
276,634.096,15.15,a',textedit:///work/_1/m017_028.ly:8:2:3
277,636.42,16.65,e',textedit:///work/_1/m017_028.ly:8:17:18
278,639.357,30.794,e,textedit:///work/_1/m017_028.ly:23:8:9
279,639.357,15.15,a',textedit:///work/_1/m017_028.ly:8:28:29
280,642.611,17.65,cis',textedit:///work/_1/m017_028.ly:8:39:40
281,645.586,30.794,e,textedit:///work/_1/m017_028.ly:23:11:12
282,645.586,15.15,a',textedit:///work/_1/m017_028.ly:8:52:53
283,647.839,16.65,e',textedit:///work/_1/m017_028.ly:8:63:64
284,650.592,30.794,e,textedit:///work/_1/m017_028.ly:23:14:15
285,650.592,15.15,a',textedit:///work/_1/m017_028.ly:8:74:75
286,652.844,17.65,cis',textedit:///work/_1/m017_028.ly:8:85:86
287,655.597,30.794,e,textedit:///work/_1/m017_028.ly:23:17:18
288,655.597,15.15,a',textedit:///work/_1/m017_028.ly:8:98:99
289,657.85,16.65,e',textedit:///work/_1/m017_028.ly:8:107:108
290,660.603,30.794,e,textedit:///work/_1/m017_028.ly:23:20:21
291,660.603,15.15,a',textedit:///work/_1/m017_028.ly:8:116:117
292,662.856,17.65,cis',textedit:///work/_1/m017_028.ly:8:125:126
293,666.525,15.15,a',textedit:///work/_1/m017_028.ly:9:2:3
294,668.849,16.65,e',textedit:///work/_1/m017_028.ly:9:17:18
295,671.786,30.794,e,textedit:///work/_1/m017_028.ly:24:8:9
296,671.786,15.15,a',textedit:///work/_1/m017_028.ly:9:28:29
297,674.964,18.15,b,textedit:///work/_1/m017_028.ly:9:39:40
298,677.939,30.794,e,textedit:///work/_1/m017_028.ly:24:11:12
299,677.939,15.15,a',textedit:///work/_1/m017_028.ly:9:52:53
300,680.192,16.65,e',textedit:///work/_1/m017_028.ly:9:63:64
301,682.945,30.794,e,textedit:///work/_1/m017_028.ly:24:14:15
302,682.945,15.15,a',textedit:///work/_1/m017_028.ly:9:74:75
303,685.198,18.15,b,textedit:///work/_1/m017_028.ly:9:85:86
304,687.951,30.794,e,textedit:///work/_1/m017_028.ly:24:17:18
305,687.951,15.15,a',textedit:///work/_1/m017_028.ly:9:98:99
306,690.203,16.65,e',textedit:///work/_1/m017_028.ly:9:107:108
307,692.956,30.794,e,textedit:///work/_1/m017_028.ly:24:20:21
308,692.956,15.15,a',textedit:///work/_1/m017_028.ly:9:116:117
309,695.209,18.15,b,textedit:///work/_1/m017_028.ly:9:125:126
310,698.914,15.65,gis',textedit:///work/_1/m017_028.ly:10:2:3
311,701.472,16.65,e',textedit:///work/_1/m017_028.ly:10:17:18
312,704.41,30.794,e,textedit:///work/_1/m017_028.ly:25:8:9
313,704.41,15.65,gis',textedit:///work/_1/m017_028.ly:10:28:29
314,707.587,18.15,b,textedit:///work/_1/m017_028.ly:10:39:40
315,710.562,30.794,e,textedit:///work/_1/m017_028.ly:25:11:12
316,710.562,15.65,gis',textedit:///work/_1/m017_028.ly:10:52:53
317,712.815,16.65,e',textedit:///work/_1/m017_028.ly:10:63:64
318,715.568,30.794,e,textedit:///work/_1/m017_028.ly:25:14:15
319,715.568,15.65,gis',textedit:///work/_1/m017_028.ly:10:74:75
320,717.821,18.15,b,textedit:///work/_1/m017_028.ly:10:85:86
321,720.574,30.794,e,textedit:///work/_1/m017_028.ly:25:17:18
322,720.574,15.65,gis',textedit:///work/_1/m017_028.ly:10:98:99
323,722.827,16.65,e',textedit:///work/_1/m017_028.ly:10:107:108
324,725.579,30.794,e,textedit:///work/_1/m017_028.ly:25:20:21
325,725.579,15.65,gis',textedit:///work/_1/m017_028.ly:10:116:117
326,727.832,18.15,b,textedit:///work/_1/m017_028.ly:10:125:126
327,731.537,15.65,gis',textedit:///work/_1/m017_028.ly:11:2:3
328,734.095,16.65,e',textedit:///work/_1/m017_028.ly:11:17:18
329,737.033,30.794,e,textedit:///work/_1/m017_028.ly:26:8:9
330,737.033,15.65,gis',textedit:///work/_1/m017_028.ly:11:28:29
331,740.21,18.65,a,textedit:///work/_1/m017_028.ly:11:39:40
332,743.186,30.794,e,textedit:///work/_1/m017_028.ly:26:11:12
333,743.186,15.65,gis',textedit:///work/_1/m017_028.ly:11:52:53
334,745.439,16.65,e',textedit:///work/_1/m017_028.ly:11:63:64
335,748.191,30.794,e,textedit:///work/_1/m017_028.ly:26:14:15
336,748.191,15.65,gis',textedit:///work/_1/m017_028.ly:11:74:75
337,750.444,18.65,a,textedit:///work/_1/m017_028.ly:11:85:86
338,753.197,30.794,e,textedit:///work/_1/m017_028.ly:26:17:18
339,753.197,15.65,gis',textedit:///work/_1/m017_028.ly:11:98:99
340,755.45,16.65,e',textedit:///work/_1/m017_028.ly:11:107:108
341,758.203,30.794,e,textedit:///work/_1/m017_028.ly:26:20:21
342,758.203,15.65,gis',textedit:///work/_1/m017_028.ly:11:116:117
343,760.455,18.65,a,textedit:///work/_1/m017_028.ly:11:125:126
344,764.186,16.15,fis',textedit:///work/_1/m017_028.ly:12:2:3
345,766.744,17.15,dis',textedit:///work/_1/m017_028.ly:12:17:18
346,769.497,30.794,e,textedit:///work/_1/m017_028.ly:27:8:9
347,769.497,16.15,fis',textedit:///work/_1/m017_028.ly:12:28:29
348,772.186,18.65,a,textedit:///work/_1/m017_028.ly:12:39:40
349,775.162,30.794,e,textedit:///work/_1/m017_028.ly:27:11:12
350,775.162,16.15,fis',textedit:///work/_1/m017_028.ly:12:52:53
351,778.592,17.15,dis',textedit:///work/_1/m017_028.ly:12:63:64
352,781.345,30.794,e,textedit:///work/_1/m017_028.ly:27:14:15
353,781.345,16.15,fis',textedit:///work/_1/m017_028.ly:12:74:75
354,783.598,18.65,a,textedit:///work/_1/m017_028.ly:12:85:86
355,786.573,30.794,e,textedit:///work/_1/m017_028.ly:27:17:18
356,786.573,16.15,fis',textedit:///work/_1/m017_028.ly:12:98:99
357,788.826,17.15,dis',textedit:///work/_1/m017_028.ly:12:107:108
358,791.579,30.794,e,textedit:///work/_1/m017_028.ly:27:20:21
359,791.579,16.15,fis',textedit:///work/_1/m017_028.ly:12:116:117
360,793.832,18.65,a,textedit:///work/_1/m017_028.ly:12:125:126
361,797.562,16.15,fis',textedit:///work/_1/m017_028.ly:13:2:3
362,799.867,18.15,b,textedit:///work/_1/m017_028.ly:13:17:18
363,802.62,30.794,e,textedit:///work/_1/m017_028.ly:28:8:9
364,802.62,16.15,fis',textedit:///work/_1/m017_028.ly:13:28:29
365,805.309,19.15,gis,textedit:///work/_1/m017_028.ly:13:39:40
366,808.285,30.794,e,textedit:///work/_1/m017_028.ly:28:11:12
367,808.285,16.15,fis',textedit:///work/_1/m017_028.ly:13:52:53
368,811.438,18.15,b,textedit:///work/_1/m017_028.ly:13:63:64
369,814.191,30.794,e,textedit:///work/_1/m017_028.ly:28:14:15
370,814.191,16.15,fis',textedit:///work/_1/m017_028.ly:13:74:75
371,816.842,19.15,gis,textedit:///work/_1/m017_028.ly:13:85:86
372,819.818,30.794,e,textedit:///work/_1/m017_028.ly:28:17:18
373,819.818,16.15,fis',textedit:///work/_1/m017_028.ly:13:98:99
374,822.071,18.15,b,textedit:///work/_1/m017_028.ly:13:107:108
375,824.823,30.794,e,textedit:///work/_1/m017_028.ly:28:20:21
376,824.823,16.15,fis',textedit:///work/_1/m017_028.ly:13:116:117
377,827.076,19.15,gis,textedit:///work/_1/m017_028.ly:13:125:126
378,830.814,16.65,e',textedit:///work/_1/m017_028.ly:14:2:3
379,833.067,18.15,b,textedit:///work/_1/m017_028.ly:14:17:18
380,835.82,30.794,e,textedit:///work/_1/m017_028.ly:29:8:9
381,835.82,16.65,e',textedit:///work/_1/m017_028.ly:14:28:29
382,838.072,19.15,gis,textedit:///work/_1/m017_028.ly:14:39:40
383,841.048,30.794,e,textedit:///work/_1/m017_028.ly:29:11:12
384,841.048,16.65,e',textedit:///work/_1/m017_028.ly:14:52:53
385,843.301,18.15,b,textedit:///work/_1/m017_028.ly:14:63:64
386,846.053,30.794,e,textedit:///work/_1/m017_028.ly:29:14:15
387,846.053,16.65,e',textedit:///work/_1/m017_028.ly:14:74:75
388,848.306,19.15,gis,textedit:///work/_1/m017_028.ly:14:85:86
389,851.282,30.794,e,textedit:///work/_1/m017_028.ly:29:17:18
390,851.282,16.65,e',textedit:///work/_1/m017_028.ly:14:98:99
391,853.534,18.15,b,textedit:///work/_1/m017_028.ly:14:107:108
392,856.287,30.794,e,textedit:///work/_1/m017_028.ly:29:20:21
393,856.287,16.65,e',textedit:///work/_1/m017_028.ly:14:116:117
394,858.54,19.15,gis,textedit:///work/_1/m017_028.ly:14:125:126
395,862.278,16.65,e',textedit:///work/_1/m017_028.ly:15:2:3
396,864.531,18.65,a,textedit:///work/_1/m017_028.ly:15:17:18
397,867.284,30.794,e,textedit:///work/_1/m017_028.ly:30:8:9
398,867.284,16.65,e',textedit:///work/_1/m017_028.ly:15:28:29
399,869.536,19.65,fis,textedit:///work/_1/m017_028.ly:15:39:40
400,872.512,30.794,e,textedit:///work/_1/m017_028.ly:30:11:12
401,872.512,16.65,e',textedit:///work/_1/m017_028.ly:15:52:53
402,874.764,18.65,a,textedit:///work/_1/m017_028.ly:15:63:64
403,877.517,30.794,e,textedit:///work/_1/m017_028.ly:30:14:15
404,877.517,16.65,e',textedit:///work/_1/m017_028.ly:15:74:75
405,879.77,19.65,fis,textedit:///work/_1/m017_028.ly:15:85:86
406,882.745,30.794,e,textedit:///work/_1/m017_028.ly:30:17:18
407,882.745,16.65,e',textedit:///work/_1/m017_028.ly:15:98:99
408,884.998,18.65,a,textedit:///work/_1/m017_028.ly:15:107:108
409,887.751,30.794,e,textedit:///work/_1/m017_028.ly:30:20:21
410,887.751,16.65,e',textedit:///work/_1/m017_028.ly:15:116:117
411,890.004,19.65,fis,textedit:///work/_1/m017_028.ly:15:125:126
412,893.588,17.15,dis',textedit:///work/_1/m017_028.ly:16:2:3
413,895.84,18.65,a,textedit:///work/_1/m017_028.ly:16:17:18
414,898.593,30.794,e,textedit:///work/_1/m017_028.ly:31:8:9
415,898.593,17.15,dis',textedit:///work/_1/m017_028.ly:16:28:29
416,900.846,19.65,fis,textedit:///work/_1/m017_028.ly:16:39:40
417,903.599,30.794,e,textedit:///work/_1/m017_028.ly:31:11:12
418,903.599,17.15,dis',textedit:///work/_1/m017_028.ly:16:52:53
419,905.866,18.65,a,textedit:///work/_1/m017_028.ly:16:63:64
420,908.619,30.794,e,textedit:///work/_1/m017_028.ly:31:14:15
421,908.619,17.15,dis',textedit:///work/_1/m017_028.ly:16:74:75
422,910.872,19.65,fis,textedit:///work/_1/m017_028.ly:16:85:86
423,913.625,30.794,e,textedit:///work/_1/m017_028.ly:31:17:18
424,913.625,17.15,dis',textedit:///work/_1/m017_028.ly:16:98:99
425,915.877,18.65,a,textedit:///work/_1/m017_028.ly:16:107:108
426,918.63,30.794,e,textedit:///work/_1/m017_028.ly:31:20:21
